gene_id,gene_name,log(fit_beta),log(fit_gamma)
ENSMUSG00000026355,Mcm6,2.1990102008851733,-0.047260728132204416
ENSMUSG00000026442,Nfasc,-1.2679793473476622,-1.9303279555936763
ENSMUSG00000009418,Nav1,-0.5543088414512293,-1.6647531496675891
ENSMUSG00000052748,Swt1,0.19491301473823835,-0.9831547915975138
ENSMUSG00000042684,Npl,1.5184915085831991,-0.7114973822959505
ENSMUSG00000033684,Qsox1,1.872888364211829,-0.9553758689991824
ENSMUSG00000015484,Fam163a,-1.7337250947814709,-1.3716728508615526
ENSMUSG00000026600,Soat1,0.574009827918616,-0.7247079203889601
ENSMUSG00000073530,Pappa2,-1.2639176459815074,-1.211859499773808
ENSMUSG00000040181,Fmo1,2.501815558958816,-0.2239014573258432
ENSMUSG00000040170,Fmo2,0.2855225137638618,-0.5661840071705293
ENSMUSG00000026576,Atp1b1,3.421951826887144,-0.4712036958960984
ENSMUSG00000026566,Mpzl1,0.5405997799137394,-0.7116752284633022
ENSMUSG00000026688,Mgst3,3.5645040628589806,-0.2398641161466558
ENSMUSG00000026527,Rgs7,-2.166911282640886,-1.4233429643431912
ENSMUSG00000057335,Cep170,-0.4755176356568317,-1.6314695642035877
ENSMUSG00000056050,Mia3,-0.4649127875561945,-1.3224792586071483
ENSMUSG00000039239,Tgfb2,-0.8461824980110279,-1.2057448122640697
ENSMUSG00000026605,Cenpf,2.3625029872970207,0.012996882038178014
ENSMUSG00000010175,Prox1,-0.3761200582054275,-0.9011375466999684
ENSMUSG00000026628,Atf3,0.4024898183171613,-0.9239841928012398
ENSMUSG00000037474,Dtl,0.5728901594111959,-1.1078816361728256
ENSMUSG00000033740,St18,-2.046227933706592,-1.7665459365856602
ENSMUSG00000016918,Sulf1,-1.858994355036718,-1.1313301688245183
ENSMUSG00000092083,Kcnb2,-3.2411886264640737,-0.5699289897553445
ENSMUSG00000025934,Gsta3,3.1048295510118016,-1.0764131055937622
ENSMUSG00000026147,Col9a1,1.9233019904922413,-0.8772826018335201
ENSMUSG00000026058,Khdrbs2,-1.890551565651689,-1.727411435448108
ENSMUSG00000026131,Dst,-1.0621210365386244,-1.1255987036243655
ENSMUSG00000026072,Il1r1,-0.9318987690483508,-1.1718444772070489
ENSMUSG00000027520,Zdbf2,0.8099278725490928,-1.3838677803016597
ENSMUSG00000025964,Adam23,-1.8843390375832776,-1.4002058161595106
ENSMUSG00000055567,Unc80,-1.4395294355642336,-1.8413768915545283
ENSMUSG00000039323,Igfbp2,3.926305629567236,-0.05065347963338545
ENSMUSG00000026175,Vil1,0.1192027961787722,-1.4734632712723204
ENSMUSG00000026203,Dnajb2,0.7736138626006472,-1.5809521152518002
ENSMUSG00000026270,Capn10,-0.03821661558398358,-1.407265367246208
ENSMUSG00000051185,Fam174a,2.5231144657870224,-0.8240673056986436
ENSMUSG00000067028,Cntnap5b,-5.285556091733559,-2.6013945336909683
ENSMUSG00000026434,Nucks1,1.8365316973119767,-0.8626375486221605
ENSMUSG00000026443,Lrrn2,0.6582628961273593,-0.5374656390889352
ENSMUSG00000041757,Plekha6,-0.9658849522697124,-1.1203058197710114
ENSMUSG00000042207,Kdm5b,-0.2953618437262037,-1.2862790105021042
ENSMUSG00000026421,Csrp1,-0.022946153534472317,-0.7510327907559905
ENSMUSG00000026473,Glul,1.4192804366748977,-0.8942247797534506
ENSMUSG00000015829,Tnr,-3.5791058319897053,-2.486250167610885
ENSMUSG00000038034,Igsf8,1.0904497785450276,-0.8079990498573804
ENSMUSG00000026547,Tagln2,1.2324156370185275,-0.98159119942179
ENSMUSG00000028354,Fmn2,-2.2012482408118728,-2.0406048992769708
ENSMUSG00000038855,Itpkb,-1.5487589071495875,-2.0419463662066684
ENSMUSG00000026520,Pycr2,4.3550388606260215,-0.33745617274356143
ENSMUSG00000039384,Dusp10,0.17471386185300386,-1.329855648894997
ENSMUSG00000026617,Bpnt1,1.5742238470998304,-1.3537149099337589
ENSMUSG00000099404,Gm28172,0.2612760490285654,-0.35298083405766073
ENSMUSG00000096054,Syne1,0.8157097613239507,0.1141375256551138
ENSMUSG00000019773,Fbxo5,2.879347220590361,-0.6326437517233808
ENSMUSG00000019775,Rgs17,0.7100505339098949,-0.4562917181011188
ENSMUSG00000015202,Cnksr3,-1.0553131455519225,-0.7392255621298512
ENSMUSG00000060487,Samd5,-1.2833944713628935,-1.1570848633206934
ENSMUSG00000050994,Adgb,-2.265865483166255,-1.8527509942162104
ENSMUSG00000039116,Adgrg6,-0.6196052448344971,-0.3283377789779157
ENSMUSG00000078453,Abracl,1.58910846208409,-1.3933713271135408
ENSMUSG00000019852,Arfgef3,-1.5521401423596777,-2.060925125858337
ENSMUSG00000037370,Enpp1,-0.010806345437420643,-1.3023411421081872
ENSMUSG00000019987,Arg1,3.670840311186992,0.6148230825210421
ENSMUSG00000049420,Tmem200a,-1.5552143269585883,-1.2526925623259
ENSMUSG00000075266,Cenpw,0.9823818965221408,-1.23972283549331
ENSMUSG00000039697,Ncoa7,-0.4604376124883309,-0.7425168873665209
ENSMUSG00000069662,Marcks,1.5929901579343049,-0.8617752419585049
ENSMUSG00000019838,Slc16a10,-0.6529779249160006,-0.4422101620473612
ENSMUSG00000038248,Sobp,-2.6159558417856212,-2.4355763828710133
ENSMUSG00000056073,Grik2,-5.052693522166981,-2.6595880381277195
ENSMUSG00000019877,Serinc1,1.5772145313173782,-0.6036225200685538
ENSMUSG00000012819,Cdh23,-2.151445142940664,-1.6701695569967154
ENSMUSG00000036923,Stox1,-1.333284543080278,-1.1017696143641869
ENSMUSG00000042846,Lrrtm3,-1.2727876862674958,-0.2993785886884108
ENSMUSG00000019947,Arid5b,-1.6088818563098808,-0.99711777570062
ENSMUSG00000019942,Cdk1,2.2082582469383283,-0.21185967374007952
ENSMUSG00000037747,Phyhipl,-0.03458915189614537,-1.4061182464125728
ENSMUSG00000014329,Bicc1,-1.0663031389386672,-0.7505293533184312
ENSMUSG00000001663,Gstt1,2.2168062221225533,-0.5592894470182195
ENSMUSG00000033318,Gstt2,0.20373767625053185,-1.1760917026938649
ENSMUSG00000001435,Col18a1,0.4375598092293901,-0.6038972125588071
ENSMUSG00000020312,Shc2,-0.5990032213489248,-1.039588776629871
ENSMUSG00000034758,Tle6,2.3975533649689247,-0.8187419946926814
ENSMUSG00000020048,Hsp90b1,2.646304169663053,-0.8031684730457701
ENSMUSG00000047638,Nr1h4,-0.6494915481453052,-1.577776724797908
ENSMUSG00000052681,Rap1b,2.443189975401012,-0.6353763733279733
ENSMUSG00000056758,Hmga2,-0.5641008130717782,-0.4542085754177853
ENSMUSG00000025795,Rassf3,-0.9050976930468344,-0.6029055467570159
ENSMUSG00000040415,Dtx3,1.513790201325406,-1.3767424616221922
ENSMUSG00000040653,Ppp1r14c,1.2607630021984555,-0.4234782345816169
ENSMUSG00000019796,Lrp11,0.24305612449853398,-1.7963368684463692
ENSMUSG00000019986,Ahi1,0.5961563612525551,-0.3976310097941596
ENSMUSG00000019900,Rfx6,-2.7765584077626686,-1.7534487638172511
ENSMUSG00000019891,Dcbld1,-2.074857963642972,-1.4400972741443123
ENSMUSG00000050953,Gja1,2.4373075512795843,-0.6800776031647506
ENSMUSG00000019876,Pkib,0.3252518475333084,-0.8178244614405685
ENSMUSG00000019872,Smpdl3a,3.1620757873513896,-0.2499477565505575
ENSMUSG00000019916,P4ha1,-0.4750025724175762,-1.5815975174274326
ENSMUSG00000058297,Spock2,-0.09559108338010236,-0.7910358087783227
ENSMUSG00000020072,Pbld2,-0.3251570169263284,-0.38509498364039946
ENSMUSG00000036764,Dnajc12,2.2940482496190686,-0.9947252468246348
ENSMUSG00000060843,Ctnna3,-4.310514495589404,-2.3185097374221297
ENSMUSG00000052613,Pcdh15,-2.2669540235938,-0.15935366083612668
ENSMUSG00000040009,Gnaz,1.89033902087132,-0.9419994817807912
ENSMUSG00000020175,Rab36,-0.3729455863361314,-1.2961508638597845
ENSMUSG00000033427,Upb1,0.4949708820437907,-0.9994977764717048
ENSMUSG00000069581,Tspear,-1.1048963437810946,-0.6813236676584641
ENSMUSG00000035722,Abca7,-1.0401563150109798,-1.2509095751858537
ENSMUSG00000035504,Reep6,1.1892456908127271,-1.3954168157377758
ENSMUSG00000087651,1500009L16Rik,2.064337031907295,-1.099785743798487
ENSMUSG00000020034,Tcp11l2,1.2647965932275615,-1.1029363556787255
ENSMUSG00000020042,Btbd11,-3.8890539537626094,-2.93873678245646
ENSMUSG00000020051,Pah,-0.21069157614395792,-1.2354881532801072
ENSMUSG00000020053,Igf1,1.6556510014947945,0.5196851880756979
ENSMUSG00000020019,Ntn4,-3.0834081133068945,-2.2692081121293106
ENSMUSG00000020021,Fgd6,-1.6132177312838625,-1.0328016261617745
ENSMUSG00000020023,Tmcc3,-1.2847191944763006,-1.3227639699616374
ENSMUSG00000036499,Eea1,-0.9129597791108688,-1.508478062530752
ENSMUSG00000019943,Atp2b1,0.3686134938316526,-1.2977095203616362
ENSMUSG00000020186,Csrp2,2.7936226912723203,-0.6938222089129348
ENSMUSG00000020205,Phlda1,3.060631308661838,-0.6240166418129991
ENSMUSG00000035681,Kcnc2,-1.9992023405987984,-0.7156300865302463
ENSMUSG00000020151,Ptprr,-1.452214230662693,-1.4910443367867332
ENSMUSG00000020183,Cpm,-0.4766432348798474,-0.8078879350277661
ENSMUSG00000020212,Mdm1,0.19140804686238447,-0.9089031380296196
ENSMUSG00000025395,Prim1,1.2993505062004858,-0.5288495101899304
ENSMUSG00000034164,Emid1,0.7502014028412965,-0.9903085543181459
ENSMUSG00000041798,Gck,-1.8740570838280928,-1.4299317745868143
ENSMUSG00000057897,Camk2b,0.37155170551514266,-0.9373415844557424
ENSMUSG00000020182,Ddc,-0.3104248123419894,-0.36771015502976817
ENSMUSG00000020176,Grb10,-1.4823634732925273,-1.0338450545740536
ENSMUSG00000060923,Acyp2,-0.9164488161285754,-1.7716161928355385
ENSMUSG00000020309,Chac2,0.23725779640771136,-1.2296740468799283
ENSMUSG00000018849,Wwc1,-2.020291491492042,-1.299732935769869
ENSMUSG00000020330,Hmmr,1.1042119752405073,-0.80176135011627
ENSMUSG00000015837,Sqstm1,0.7954770113687252,-1.3575303560798595
ENSMUSG00000018593,Sparc,3.6595693684385764,-0.5873614326169563
ENSMUSG00000002812,Flii,-0.09707552813946728,-1.522838397628444
ENSMUSG00000056752,Dnah9,-0.4184942793747978,-0.06467668352941534
ENSMUSG00000045667,Smtnl2,3.0921679041759096,-0.6460821902377192
ENSMUSG00000038807,Rap1gap2,-2.4158011142555127,-1.2173204566757023
ENSMUSG00000020848,Doc2b,-0.8752790426797554,-0.842967458423881
ENSMUSG00000020847,Rph3al,-0.3662905839912535,-0.815297358802019
ENSMUSG00000044328,Trp53i13,1.2122996974572569,-1.5263977765347518
ENSMUSG00000017386,Traf4,3.715945347703588,-0.2575318062865553
ENSMUSG00000037278,Tmem97,2.550272997814502,-1.2053674944347204
ENSMUSG00000017677,Wsb1,1.415379099768998,-1.3012347390772427
ENSMUSG00000020704,Asic2,-3.6932638084872607,-1.9936716768089449
ENSMUSG00000019122,Ccl9,4.86518958031731,1.4719951365117026
ENSMUSG00000018425,Dhx40,-0.004297262669564435,-1.1808764596527617
ENSMUSG00000018427,Ypel2,-1.735124830453774,-1.4460294110944338
ENSMUSG00000061666,Gdpd1,0.16829729235105914,-1.5014849157082768
ENSMUSG00000000278,Scpep1,0.7120985536564991,-1.1615725017608225
ENSMUSG00000038967,Pdk2,-0.09481507737668757,-1.174538118074368
ENSMUSG00000070337,Gpr179,-2.3228285975563825,-1.909371850983402
ENSMUSG00000020914,Top2a,0.08937441186975942,-0.7550740328447607
ENSMUSG00000006777,Krt23,1.881143428184893,-0.4365068057378189
ENSMUSG00000020911,Krt19,1.9695435229547849,-0.9536395256859568
ENSMUSG00000006930,Hap1,3.3320898406528685,-0.7131622820003132
ENSMUSG00000001552,Jup,1.1689360795631143,-1.159251080456727
ENSMUSG00000020917,Acly,1.3276905665270389,-1.4544599667011224
ENSMUSG00000017314,Mpp2,-0.06924156432610949,-1.3839122021733954
ENSMUSG00000017316,Ppy,2.4705435048869093,0.5050665433781713
ENSMUSG00000008855,Hdac5,1.2210158254625172,-1.2360973418177383
ENSMUSG00000078619,Smarcd2,3.2931509919160864,-1.2676984869745351
ENSMUSG00000018362,Kpna2,1.9187081517944349,-0.9450285739267688
ENSMUSG00000020723,Cacng4,-0.8654923393461423,-1.343364385586142
ENSMUSG00000050965,Prkca,-3.3831146167971786,-2.4190074705005
ENSMUSG00000020599,Rgs9,-2.8722182613010383,-2.9357090766883647
ENSMUSG00000041895,Wipi1,0.7276374663412143,-1.1209239390839378
ENSMUSG00000087259,2610035D17Rik,-2.8940654126821155,-1.7604160236645792
ENSMUSG00000041592,Sdk2,-2.4409511145690828,-2.443850512799505
ENSMUSG00000000202,Btbd17,3.86768327392816,0.04170181851524085
ENSMUSG00000020734,Grin2c,0.3931676600532356,-0.4451233330792092
ENSMUSG00000020766,Galk1,3.0257107198134148,-0.6673762478254607
ENSMUSG00000020773,Trim47,2.319006393953954,-1.0273895400380022
ENSMUSG00000020814,Mxra7,-0.496292420712971,-1.067897192963776
ENSMUSG00000025574,Tk1,2.27236991246358,-0.951969440847804
ENSMUSG00000025576,Rbfox3,-2.073150905816828,-1.0518502389035405
ENSMUSG00000039976,Tbc1d16,-0.5639833376540927,-1.2457139264867343
ENSMUSG00000042988,Notum,2.13819547874338,-0.6939120843357554
ENSMUSG00000020484,Xbp1,3.843835321345337,-0.2983893438177222
ENSMUSG00000020407,Upp1,2.5130140271988126,-0.9830667157465958
ENSMUSG00000020134,Peli1,-1.4425891385704068,-1.3329527857622594
ENSMUSG00000020300,Cpeb4,-0.3636671437424458,-1.4616062028859838
ENSMUSG00000044707,Ccnjl,-0.9024352224594056,-1.481318939840373
ENSMUSG00000019189,Rnf145,0.15937332963943107,-1.4266382528698622
ENSMUSG00000057098,Ebf1,-0.8963399249669374,-1.4233038687849973
ENSMUSG00000040350,Trim7,-0.4501526632816492,-1.4720195958493574
ENSMUSG00000020376,Rnf130,0.11628724867291287,-0.16534490146299105
ENSMUSG00000020261,Slc36a1,0.12308986831728355,-1.1309395348240692
ENSMUSG00000020897,Aurkb,3.1247085326942923,-0.29906545875647583
ENSMUSG00000018569,Cldn7,3.224962857029246,-0.9270501563959812
ENSMUSG00000020886,Dlg4,-0.9285085429188114,-1.4993039414412366
ENSMUSG00000020788,Atp2a3,0.4196671377824797,-1.120256604574973
ENSMUSG00000045287,Rtn4rl1,-0.8995421920181279,-1.3214493739096769
ENSMUSG00000038178,Slc43a2,-2.4109131143480163,-2.37695089449094
ENSMUSG00000018930,Ccl4,2.7638195883050294,0.17994370007232538
ENSMUSG00000020679,Hnf1b,-0.7574675333125369,-0.9481473851408349
ENSMUSG00000087211,Lhx1os,1.3166114660460908,-0.9265320662758054
ENSMUSG00000059474,Mbtd1,-1.1844045155601086,-0.9454642269877528
ENSMUSG00000037573,Tob1,2.527950875602337,-1.4576869528022318
ENSMUSG00000047181,Samd14,1.3688869775959571,-0.9861154471694864
ENSMUSG00000020873,Slc35b1,0.7806627072469353,-0.982296333923772
ENSMUSG00000057058,Skap1,-2.5598325028075752,-2.439771579231776
ENSMUSG00000035007,Rundc1,-0.7410997620831691,-1.3554906743854265
ENSMUSG00000017119,Nbr1,-0.3959470373193694,-1.3768879492404746
ENSMUSG00000018411,Mapt,-0.015152113242838846,-0.3429218120349351
ENSMUSG00000001901,Kcnh6,-3.402624797556925,-2.7822353910852664
ENSMUSG00000000567,Sox9,2.2766483957763683,-1.6463175077672016
ENSMUSG00000018661,Cog1,0.6745731091785193,-1.3861395250887785
ENSMUSG00000034714,Ttyh2,-0.8745555484607503,-1.2447605210340713
ENSMUSG00000010021,Kif19a,-1.4340513552103156,-1.1479277381672357
ENSMUSG00000020732,Rab37,1.803482331586828,-0.7445808948904059
ENSMUSG00000045775,Slc16a5,1.055981991992922,-0.7592817588355223
ENSMUSG00000050628,Ubald2,1.5444265427205195,-1.3548815645381784
ENSMUSG00000017716,Birc5,3.3744915934997834,-0.2821593587102735
ENSMUSG00000020644,Id2,2.785413319303984,-0.5821851937988354
ENSMUSG00000020577,Tspan13,1.708951014929501,-1.3980901602206068
ENSMUSG00000002565,Scin,0.8041498827038572,-0.7821176225786232
ENSMUSG00000035021,Baz1a,0.5784925386688312,-0.8355103907686793
ENSMUSG00000047534,Mis18bp1,0.3599974398484054,-0.3630595770279808
ENSMUSG00000020990,Cdkl1,-0.3514354544975301,-1.4859711850706314
ENSMUSG00000021069,Pygl,0.24230155966592154,-0.9836480437725196
ENSMUSG00000021071,Trim9,-1.2384356739046132,-1.2053672377958184
ENSMUSG00000021087,Rtn1,0.94377092806831,-1.2349574283034228
ENSMUSG00000021094,Dhrs7,1.4588579033889384,-0.6399566240966293
ENSMUSG00000021062,Rab15,0.4709667577941105,-0.9317048501922524
ENSMUSG00000021127,Zfp36l1,1.2407782134745822,-0.5238615175241786
ENSMUSG00000034126,Pomt2,0.05297453698875847,-1.4631651865891986
ENSMUSG00000034111,Tmed8,0.3559810103753978,-1.2790608186722556
ENSMUSG00000021038,Vipas39,-0.2612533905795874,-1.4944704390548402
ENSMUSG00000020964,Sel1l,-1.5682393814600029,-0.9699276907580896
ENSMUSG00000051166,Eml5,-2.2430152419500047,-0.8702590344539382
ENSMUSG00000021097,Clmn,-0.6756209285944124,-0.9154104414334172
ENSMUSG00000048251,Bcl11b,-0.3681893244053822,-1.297566097873782
ENSMUSG00000021270,Hsp90aa1,2.2178951416859904,-1.1035992068834732
ENSMUSG00000018581,Dnah11,-2.2913849038907768,-1.7569709351158378
ENSMUSG00000020661,Dnmt3a,-0.9301384163050728,-1.2705073477780684
ENSMUSG00000071379,Hpcal1,1.3394986346947977,-0.6572650981712859
ENSMUSG00000020649,Rrm2,3.537322763248451,-0.8722848537109031
ENSMUSG00000061911,Myt1l,-1.8675849260459467,-0.5681018345239583
ENSMUSG00000002900,Lamb1,0.5467526135236364,-0.7462393543854763
ENSMUSG00000020562,Efcab10,1.7464477667218352,-0.7031433125603717
ENSMUSG00000036095,Dgkb,-3.3187051643884287,-2.8107650133466278
ENSMUSG00000004151,Etv1,0.7199255435790386,-0.14189493665428926
ENSMUSG00000021072,Tmx1,2.228475029238376,-1.4707928227035187
ENSMUSG00000034574,Daam1,-0.9028397194135755,-0.6669320675141526
ENSMUSG00000071265,1700086L19Rik,3.0459603420272297,0.21598661627642807
ENSMUSG00000021065,Fut8,-1.3808575897290456,-1.3270470663338856
ENSMUSG00000021136,Smoc1,-0.5786307368199649,-0.6782459611741621
ENSMUSG00000004788,Eif2b2,1.8346572864991897,-0.9810048023203056
ENSMUSG00000021033,Gstz1,-0.7413784892136196,-0.6764066182902703
ENSMUSG00000047414,Flrt2,-0.5365845175893583,-0.7966464876776205
ENSMUSG00000021194,Chga,2.9782059598521613,-1.072757409703784
ENSMUSG00000021198,Unc79,-3.156085036521933,-1.6244518418279532
ENSMUSG00000040856,Dlk1,2.994796792029353,-1.1411385118249229
ENSMUSG00000064326,Siva1,3.264006309511416,-1.097516175671439
ENSMUSG00000006360,Crip1,3.584304361767212,0.3697477354871608
ENSMUSG00000056553,Ptprn2,-5.412002327465738,-1.9141474394215647
ENSMUSG00000021211,Akr1c12,1.9354994707267743,-0.9405373628831344
ENSMUSG00000046159,Chrm3,-4.2078324915589445,-2.4051012833223413
ENSMUSG00000009734,Pou6f2,-0.9191228312431272,-0.1415213319868364
ENSMUSG00000021337,Scgn,2.524806017772736,-0.8118323227531402
ENSMUSG00000006715,Gmnn,2.415258143824793,-0.7376137000695657
ENSMUSG00000044734,Serpinb1a,2.568980568221208,-0.9193773005458982
ENSMUSG00000021377,Dek,2.261312029856871,-0.646653338061245
ENSMUSG00000047842,Diras2,0.7817502883143062,-0.5114850990472891
ENSMUSG00000025871,4833439L19Rik,1.371411378260713,-1.3745041365984207
ENSMUSG00000034675,Dbn1,2.2088127431466464,-0.6884161454341126
ENSMUSG00000021466,Ptch1,-0.9574796798670896,-0.9879897406099082
ENSMUSG00000033102,Cdc14b,-0.5361202553092567,-0.8185436356471599
ENSMUSG00000049538,Adamts16,-2.448449890772417,-1.9708001771890267
ENSMUSG00000021708,Rasgrf2,-1.5809211054575345,-1.91745789083685
ENSMUSG00000051111,Sv2c,-0.2115867451209403,0.08071840156832195
ENSMUSG00000021670,Hmgcr,0.9844546187980681,-1.457356630871143
ENSMUSG00000052485,Tmem171,3.1182779289579914,-0.8460962644327013
ENSMUSG00000052727,Map1b,-0.10980471847224403,-1.6612885744229475
ENSMUSG00000045273,Cenph,1.0135568971861038,-0.7461456367346686
ENSMUSG00000041431,Ccnb1,3.2929125497456115,0.08735496002014558
ENSMUSG00000041417,Pik3r1,-0.7507634247246717,-0.9513185282343442
ENSMUSG00000021700,Rab3c,-0.5337859944093544,-1.2242302795267197
ENSMUSG00000042258,Isl1,3.800453343399904,0.6044017147421639
ENSMUSG00000021213,Akr1c13,3.5390886446030296,-0.5753778108602099
ENSMUSG00000071551,Akr1c19,1.6538798953552472,-0.20118571370793992
ENSMUSG00000000078,Klf6,3.5307844886942368,-0.04650652095656767
ENSMUSG00000057069,Ero1lb,0.6374376296253528,0.419609586442108
ENSMUSG00000021303,Gng4,0.07397344053371872,-2.021776828082036
ENSMUSG00000035910,Dcdc2a,-0.0484848765070361,-0.18198190502386768
ENSMUSG00000038732,Mboat1,-0.4449858592012468,-0.9781252054821996
ENSMUSG00000021360,Gcnt2,-2.8467798857409625,-2.571851658903681
ENSMUSG00000054728,Phactr1,-4.654435725870851,-2.1751276580756107
ENSMUSG00000038518,Jarid2,-1.15748183200955,-1.1240895387035006
ENSMUSG00000000253,Gmpr,1.7253846495543612,-1.0873861662894349
ENSMUSG00000062248,Cks2,0.9105917079462696,-1.5897113691278415
ENSMUSG00000025867,Cplx2,1.0608924077155375,-0.7101392243103756
ENSMUSG00000021476,Habp4,0.21068733782588275,-1.5472297485435544
ENSMUSG00000001504,Irx2,2.7662207215837,-0.6940835676825776
ENSMUSG00000021587,Pcsk1,1.2873894762995748,-0.5591668474643965
ENSMUSG00000001542,Ell2,-1.398962891346912,-1.8102500545095204
ENSMUSG00000021591,Glrx,2.3793088586500306,-1.2396356476745891
ENSMUSG00000021707,Dhfr,2.1322907561624014,-0.7724124649552611
ENSMUSG00000021714,Cenpk,0.7068936679628409,-0.5143132861126902
ENSMUSG00000021728,Emb,0.9931541649947401,-1.8503709744231105
ENSMUSG00000093930,Hmgcs1,0.3877565086250724,-1.6085807742899465
ENSMUSG00000054423,Cadps,-3.5670274270673987,-1.963824824083416
ENSMUSG00000023387,Kcnk16,-2.083721349501785,-1.7810558921926352
ENSMUSG00000021811,Dnajc9,2.7345186988951347,-0.7337493023341675
ENSMUSG00000063142,Kcnma1,-4.414168628751395,-1.7507057663480698
ENSMUSG00000015968,Cacna1d,-3.6719578559455375,-2.545053280077891
ENSMUSG00000037824,Tspan14,0.4999843293022749,-1.204704951599206
ENSMUSG00000037580,Gch1,2.590399851211003,-0.3828388122333133
ENSMUSG00000022180,Slc7a8,-0.3140898357345829,-1.2168841231932743
ENSMUSG00000040721,Zfhx2,1.7278094124350414,-0.7739690195493915
ENSMUSG00000059456,Ptk2b,-1.8670848468783399,-1.9903269292462256
ENSMUSG00000022048,Dpysl2,0.4457640885832165,-1.8168614237024936
ENSMUSG00000033487,Fndc3a,-0.4567513730251208,-0.9761982971175784
ENSMUSG00000052584,Serp2,-0.2226579250627614,-1.395784643725333
ENSMUSG00000055421,Pcdh9,-3.159996965982174,-1.3975255232509085
ENSMUSG00000055639,Dach1,-3.153009770584852,-1.7204884623883774
ENSMUSG00000056296,Synpr,-1.6465268104054966,-1.2217615064611955
ENSMUSG00000021733,Slc4a7,-1.3258341008083194,-1.4281849943091416
ENSMUSG00000039197,Adk,-0.5249205292001283,-0.6269339559193011
ENSMUSG00000021957,Tkt,2.7074838809947126,-0.7170905951689417
ENSMUSG00000021904,Sema3g,-0.931114839311782,-1.296099917646928
ENSMUSG00000021794,Glud1,-0.6294383809351797,-1.8140836004943712
ENSMUSG00000041408,Wapl,-0.4032035580620655,-0.7868419400880197
ENSMUSG00000089901,Gm8113,-0.2620881257839557,-0.5207042458437648
ENSMUSG00000037628,Cdkn3,0.786499038901708,-0.9515977164798468
ENSMUSG00000021876,Rnase4,3.4261061213885413,-0.08147179696990625
ENSMUSG00000072572,Slc39a2,0.2710644681640243,-0.995243600421354
ENSMUSG00000016831,Tox4,-0.38131788820081386,-1.7058723522736463
ENSMUSG00000000957,Mmp14,2.736585326997794,-0.2829846215687046
ENSMUSG00000022033,Pbk,2.9096238623660375,-0.9023702772841352
ENSMUSG00000022037,Clu,3.7353207072493286,-0.8497066459235911
ENSMUSG00000022043,Trim35,-1.1953776687303312,-1.4160705180338948
ENSMUSG00000033595,Lgi3,-0.26367389745777936,-0.7792711133935204
ENSMUSG00000022070,Bora,-1.9739918006022648,-1.3430641705003097
ENSMUSG00000022132,Cldn10,3.7520527617333657,-0.8665218809670885
ENSMUSG00000022136,Dnajc3,-0.06267049550890544,-1.5931097002314647
ENSMUSG00000055737,Ghr,-2.331899278728421,-1.2489865721927642
ENSMUSG00000045763,Basp1,-0.003974189966733735,-0.9122941833430692
ENSMUSG00000051359,Ncald,-0.4163860454307127,-1.1623827895890584
ENSMUSG00000037465,Klf10,0.8809446663375955,-1.3312335372557211
ENSMUSG00000022340,Sybu,-1.643290430262649,-1.4674033462244278
ENSMUSG00000022425,Enpp2,1.0299199811792263,-0.9289844910249184
ENSMUSG00000022360,Atad2,0.1325033543183921,-0.21386464613307032
